"id","label"
"133","Raymond Williams"
"134","Charles Edward Lysaght"
"135","August Wiedmann"
"136","Robert Goldwater"
"137","Ian Fletcher"
"138","Alan Bell"
"139","J.E. Morpurgo"
"140","Ronald Syme, edited by E. Badian"
"141","Richard Gregory"
"142","Jeffrey Gray"
"143","David Cohen"
"144","Peter Laslett"
"145","G.R. Quaife"
"146","Richard Gough, edited by Peter Razzell"
"147","Rom Harré"
"148","Thomas Keneally"
"149","James Baldwin"
"150","David Cook"
"151","Paula Neuss"
"152","John Fuller"
"153","John Matthias"
"154","Michael Horovitz"
"155","Anthony Barnett"
"156","E.S. Turner"
"157","Piers Brendon"
"158","Ronald Blythe"
"159","Margaret Drabble"
"160","Lyndall Gordon"
"161","David Arkell"
"162","René Daumal, translated by David Coward"
"163","Gabriele Annan"
"164","Mark Bence-Jones and Hugh Montgomery-Massingberd"
"165","Virginia Cowles"
"166","R.L. Brett"
"167","Samuel Hynes"
"168","Peter Stansky and William Abrahams"
"169","Leonard Michaels and Christopher Ricks"
"170","Martin Amis"
"171","Joan Didion"
"172","Tom Wolfe"
"173","Neal Ascherson"
"174","Andrew Boyle"
"175","Gareth Evans"
"176","Paul Levy"
"177","Robert Ashton"
"178","Graham Hough"
"179","John Cheever"
"180","Elizabeth North"
"181","Thomas McMahon"
"182","Patrice Chaplin"
"183","Kurt Vonnegut"
"184","Mary Warnock"
"185","Anthony Holden"
"186","Christopher Sykes"
"187","J. Bryan and Charles Murphy"
"188","Virginia Llewellyn Smith"
"189","Harvey Pitcher"
"190","Gavin Stamp"
"191","Mark Girouard"
"192","John Harris"
"193","Gervase Jackson-Stops"
"194","Roger Scruton"
"195","Umberto Eco"
"196","Donald Preziosi"
"197","Tony Tanner"
"198","Frederick Karl"
"199","Marilyn Butler"
"200","David Brown"
"201","Alistair Horne"
"202","Edward Whitcomb"
"203","David Chandler"
"204","Simon Schwarzfuchs"
"205","Jeanne Ojala"
"206","Søren Kierkegaard, edited and translated by Howard Hong and Edna Hong"
"207","Henrik Rosenmeier"
"208","Charles Hope"
"209","E.H. Gombrich"
"210","Richard Norman"
"211","G.A. Cohen"
"212","David McLellan"
"213","Norman Malcolm"
"214","Ludwig Wittgenstein, edited by G.H. von Wright and G.E.M. Anscombe, translated by G.E.M. Anscombe"
"215","Brian McGuinness, translated by Joachim Schulte and Brian McGuinness"
"216","Gerd Brand, translated by Robert Innis"
"217","Colin MacCabe"
"218","Dorothy Richardson"
"219","Mary-Kay Wilmers"
"220","Jean Rhys"
"221","Thomas Staley"
"222","Liane de Pougy, translated by Diana Athill"
"223","Ruth Rosen and Sue Davidson"
"224","Hugo Vickers"
"225","Gay Clifford"
"226","Mary Daly"
"227","Sandra Gilbert and Susan Gubar"
"228","Margaret Dickie Uroff"
"229","Mary Jacobus"
"230","Rosemary Dinnage"
"231","George Sand, translated and adapted by Dan Hofstadter"
"232","Joseph Barry"
"233","Ted Hughes"
"234","Thom Gunn"
"235","W.S. Graham"
"236","Hans Keller"
"237","Solomon Volkov, translated by Antonina Bouis"
"238","Gillian Avery"
"239","Christopher Logue"
"240","Julia Watson"
"241","Helen Cresswell"
"242","Nina Bawden"
"243","Peter Campbell"
"244","Kit Williams"
"245","Rosemary Harris and Errol Le Cain"
"246","Isaac Bashevis Singer and Margot Zemach"
"247","Russell Hoban and Nicola Bayley"
"248","Anthony Taber"
"249","Angela Carter and Martin Leman"
"250","John Yeoman and Quentin Blake"
"251","Margaret Meek"
"252","Katharine Briggs"
"253","Felicity Ann O’Dell"
"254","Jan Mark"
"255","Peter Bryant"
"256","Margaret Boden"
"257","Massimo Piatelli-Palmarini"
"258","Blair Worden"
"259","Kevin Sharpe"
"260","Keith Kyle"
"261","Jonathan Dimbleby"
"262","Yitzhak Rabin"
"263","Dick Taverne"
"264","Jo Grimond"
"265","John Passmore"
"266","Frank Manuel"
"267","Michael Thompson"
"268","Theodore Zeldin"
"269","W.C. May"
"270","Ben Whitaker"
"271","Norman Mailer"
"272","Norman Podhoretz"
"273","A.D. Moddy"
"274","Brian Lee"
"275","Charles Simmons"
"276","Botho Strauss, translated by Sophie Wilkins"
"277","Thomas Williams"
"278","André Jute"
"279","Geoffrey Strickland"
"280","E.S. Shaffer"
"281","Andrew Skinner"
"282","Edmund Leach"
"283","John Goldthorpe"
"284","A.H. Halsey"
"285","V.S. Pritchett"
"286","Emmanuel Le Roy Ladurie"
"287","J.H. Hexter"
"288","A.D. Hope"
"289","Douglas Dunn"
"290","Derek Mahon"
"291","Michael Longley"
"292","Frank Ormsby"
"293","Charles Lysaght"
"294","C.S. Andrews"
"295","Hugh Leonard"
"296","Caroline Moorehead"
"297","Roger Garfitt"
"298","Peter Redgrove"
"299","Fay Weldon"
"300","Penelope Shuttle"
"301","Beryl Bainbridge"
"302","Jacob Epstein"
"303","Robert McCrum"
"304","John le Carré"
"305","Wayne Booth"
"306","Auberon Waugh"
"307","Dan Gillon"
"308","Edward Said"
"309","Don Locke"
"310","Maurice Ashley"
"311","Peter Burke"
"312","M.A. Screech"
"313","Paul Bailey"
"314","Edmund White"
"315","James Salter"
"316","Mario Satz, translated by Helen Lane"
"317","Stephen Fender"
"318","Stanley Weintraub"
"319","Alistair Cooke"
"320","Tim Hilton"
"321","Van Akin Burd"
"322","Fred Kamil"
"323","Frances Yates"
"324","C.H. Roberts"
"325","Elaine Pagels"
"326","Alister Hardy"
"327","Terry Jones"
"328","David Aers"
"329","Marcel Thomas"
"330","Edward George Bulwer-Lytton"
"331","G.E. MacDonald"
"332","Cora Diamond and Jenny Teichmann"
"333","John McDowell"
"334","John Searle"
"335","A.C. Gimson"
"336","Roman Jakobson and Linda Waugh"
"337","Charles Osborne"
"338","Geoffrey Best"
"339","Barrie Paskins and Michael Dockrill"
"340","Eric Stokes"
"341","Kenneth Ballhatchet"
"342","Michael Alexander and Sushila Anand"
"343","Peter Clarke"
"344","Ian Bradley"
"345","Walter Laqueur"
"346","Nigel Williams"
"347","Anthony Cronin"
"348","James Purdy"
"349","Eric Rohmer, translated by Sabine d’Estrée"
"350","Angela Carter"
"351","Grace Paley"
"352","Polly Toynbee"
"353","Jeremy Seabrook"
"354","Robert Blake"
"355","George Hutchinson"
"356","Anthony Powell"
"357","Graham Greene"
"358","Jon Elster"
"359","William Vaughan"
"360","Kenneth Garlick"
"361","Ernest Samuels"
"362","Meryle Secrest"
"363","Heribert Adam"
"364","Newell Stultz"
"365","Baruch Hirson"
"366","Martin Meredith"
"367","William Thomas"
"368","Francis Bennion"
"369","Roger King"
"370","Patrick Devlin"
"371","F.E. Dowrick"
"372","Sir Harold Kent"
"373","Rosalind Brooke"
"374","John Braithwaite"
"375","Susannah Clapp"
"376","Flora Thompson, edited by Margaret Lane"
"377","C.K. Stead"
"378","John Matthias, introduced by Michael Schmidt"
"379","John Tranter"
"380","Neil Powell"
"381","James Merrill"
"382","Frank Bidart"
"383","Stanley Moss"
"384","Stanley Kunitz"
"385","David Matthews"
"386","Eric Walter White"
"387","Laurence Lerner"
"388","Christopher Booker"
"389","Norman Shrapnel"
"390","Alex Comfort"
"391","Robert May"
"392","Alan Brien"
"393","Daphna Ayalah and Isaac Weinstock"
"394","Graham Watson"
"395","H.E. Bellamy"
"396","Owen Dudley Edwards"
"397","R.B. McDowell"
"398","Thomas McKeown"
"399","Charles Webster"
"400","Alan Sykes"
"401","Frank Parkin"
"402","Tom Bottomore"
"403","Keith Walker"
"404","Leslie Marchand"
"405","D.M. Thomas"
"406","Melvyn Bragg"
"407","Dirk Bogarde"
"408","P.D. James"
"409","Richard Hall"
"410","Elspeth Huxley"
"411","Esther Cheo Ying"
"412","Richard Mayne"
"413","Richard Roud"
"414","Michael Chanan"
"415","Octavio Paz, Jacques Roubaud, Edoardo Sanguineti and Charles Tomlinson"
"416","John Hewitt"
"417","Brian Jones"
"418","Peter Redgrove and Jon Silkin"
"419","Kingsley Amis"
"420","Roy Fuller"
"421","Leo Pliatzky"
"422","Max Beloff"
"423","S.L. Goldberg"
"424","Harold Bloom, Paul de Man, Jacques Derrida, Geoffrey Hartman and J. Hillis Miller"
"425","Wright Morris"
"426","Donald Davie"
"427","Humphrey Carpenter"
"428","Anthony Kenny"
"429","Alban Krailsheimer"
"430","Peter Singer"
"431","Michael Holroyd and Paul Levy"
"432","Sean Day-Lewis"
"433","Antony Alpers"
"434","David Lodge"
"435","Margaret Atwood"
"436","Lettice Cooper"
"437","J.L. Carr"
"438","Julian Barnes"
"439","Marilyn French"
"440","Jeremy Leven"
"441","John Grigg"
"442","John Ziman"
"443","Gary Zukav"
"444","Reyner Banham"
"445","J.M. Richards"
"446","Judith Krantz"
"447","Blake Morrison"
"448","Carl Schorske"
"449","Frederic Morton"
"450","Meyer Schapiro"
"451","Ian Levitt and Christopher Smout"
"452","Christopher Salvesen"
"453","John Barrell"
"454","Anne Barton"
"455","Bertrand Evans"
"456","André Green, translated by Alan Sheridan"
"457","Kenneth Muir"
"458","Richard Rorty"
"459","Stanley Cavell"
"460","Ted Honderich and Myles Burnyeat"
"461","D.S. Carne-Ross"
"462","Gabriel Garcia Marquez, translated by Gregory Rabassa"
"463","John Barth"
"464","Peter Handke, translated by Ralph Manheim"
"465","Jerzy Kosinski"
"466","Christopher Middleton"
"467","Tom Paulin"
"468","Jon Silkin"
"469","Norman MacCaig"
"470","Ruth Fainlight"
"471","Robert Kee"
"472","Veljko Micunovic, translated by David Floyd"
"473","Mary Moorman"
"474","Humphrey Trevelyan"
"475","Ronald Dworkin"
"476","Bob Woodward and Scott Armstrong"
"477","Leslie Scarman"
"478","Lord Denning"
"479","Barbara Wootton"
"480","Maurice Goldsmith"
"481","Rudolf Peierls"
"482","Freeman Dyson"
"483","C.B. Macpherson"
"484","Geoffrey Barraclough"
"485","Christopher Hill"
"486","R.T. Kendall"
"487","Robert Wohl"
"488","A.D. Moody"
"489","Leon Edel"
"490","Nicola Bradbury"
"491","Julia O’Faolain"
"492","Randolph Stow"
"493","Geoffrey Household"
"494","Simon Raven"
"495","Stephen Adams"
"496","Andrew Martindale"
"497","Fergus Millar"
"498","J.P.V.D. Balsdon"
"499","Robin Seager"
"500","David Stockton"
"501","Thomas Mitchell"
"502","T.P. Wiseman"
"503","Robert Graham"
"504","Fereydoun Hoveyda"
"505","William Forbis"
"506","Ved Mehta"
"507","Ken Follett"
"508","Anthony Summers"
"509","Thomas Powers"
"510","Peter Kavanagh"
"511","Robert Hogan"
"512","David Marquand"
"513","John Kenneth Galbraith"
"514","Michael Hill"
"515","Vic George and Roger Lawson"
"516","Timothy Booth"
"517","Michael Peter Smith"
"518","David Donnison"
"519","David Blake and Paul Ormerod"
"520","Todd Gitlin"
"521","Martin Woollacott"
"522","Richard Nixon"
"523","Malcolm Deas"
"524","George Woodcock"
"525","Will Wyatt"
"526","B. Traven"
"527","Harold Bloom"
"528","John Updike"
"529","George Konrad"
"530","Barbara Hanrahan"
"531","William Trevor"
"532","Chantal Mouffe"
"533","Christine Buci-Glucksmann"
"534","Anne Showstack Sassoon"
"535","Geoffrey Hawthorn"
"536","Placido Bucolo"
"537","G. Lowell Field and John Higley"
"538","John Higley and Don Smart"
"539","Albert Elsen"
"540","Christopher Killip"
"541","Tony Mason"
"542","Mark Elvin"
"543","Wu Jingrong"
"544","C.H. Sisson"
"545","Richard Kennedy"
"546","W.B. Stanford"
"547","M.I. Finley"
"548","Michael Neve"
"549","Phyllis Grosskurth"
"550","John Robinson"
"551","John Barnes"
"552","Ralf Norrman and Jon Haarberg"
"553","Veronica Sekules"
"554","Rosamond Richardson"
"555","Jane Grigson"
"556","Marika Hanbury Tenison"
"557","Clare Walker"
"558","Anna Haycraft"
"559","Christopher Lasch"
"560","Johan Goudsblom"
"561","Alan Coren"
"562","Gay Talese"
"563","Deborah Wormell"
"564","Ian Watt"
"565","Peter Conrad"
"566","Bob Scribner"
"567","Michael Baxandall"
"568","Patrick Wormald"
"569","James Graham-Campbell and D. Kidd"
"570","James Graham-Campbell"
"571","David Wilson"
"572","Magnus Magnusson"
"573","Johannes Bronsted"
"574","Richard Bailey"
"575","Klaus Randsborg"
"576","Roy Porter"
"577","Perry Anderson"
"578","Philip Corrigan"
"579","E.P. Thompson"
"580","Dan Kavanagh"
"581","John Salisbury"
"582","Patricia Highsmith"
"583","Barbara Strang"
"584","Roy Harris"
"585","Israel Scheffler"
"586","Marvin Ching, Michael Haley and Ronald Lunsford"
"587","George Gissing"
"588","Sarah Grand"
"589","Judy Dunn"
"590","John Cobb"
"591","Martin Richards"
"592","Sheldon White and Barbara Notkin White"
"593","Alison Luire"
"594","Nicholas Tucker"
"595","Juliet Dymoke"
"596","Barbara Willard"
"597","Leon Garfield"
"598","Hans Peter Richter"
"599","Penelope Farmer"
"600","Judith Stinton"
"601","Dorothy Butler"
"602","Emmanuel Le Roy Ladurie, translated by Sian Ben"
"603","Emmanuel Le Roy Ladurie, translated by Barbara Bray"
"604","Emmanuel Le Roy Ladurie, translated by Mary Feeney"
"605","Angus Wilson"
"606","Barbara Coulton"
"607","Hugh Stephenson"
"608","David Steel"
"609","Geoffrey Grigson"
"610","Michael Unger"
"611","Samuel Johnson"
"612","James Clifford"
"613","Ian Cochrane"
"614","Robert Watson"
"615","Geoffrey Wolff"
"616","D.A.N. Jones"
"617","John Cowper Powys"
"618","Belinda Humfrey"
"619","Jeremy Hooker"
"620","Roland Mathias"
"621","Morine Krissdottir"
"622","John Cage"
"623","T.J. Binyon"
"624","Avril Pyman"
"625","Carey Schofield"
"626","Denis Barnes and Eileen Reid"
"627","Brian Sedgemore"
"628","Peter Kellner and Lord Crowther-Hunt"
"629","Aleksandr Solzhenitsyn"
"630","Victoria Brittain"
"631","George Ivan Smith"
"632","G.S. Ibingira"
"633","S.R. Karugire"
"634","Robert Conquest"
"635","Paul Johnson"
"636","Max Egremont"
"637","Richard Jenkyns"
"638","Allan Massie"
"639","Alice Thomas Ellis"
"640","Julian Symons"
"641","Olivia Manning"
"642","Neil McKendrick"
"643","Barbara Wedgwood and Hensleigh Wedgwood"
"644","Hugh Tulloch"
"645","David Newsome"
"646","Penelope Fitzgerald"
"647","Michael Schmidt"
"648","Donald Justice"
"649","George Holmes"
"650","Michael Dummett"
"651","Saul Kripke"
"652","Arthur Gold and Robert Fizdale"
"653","Geoffrey Parker"
"654","Fernand Braudel"
"655","J.B. Trapp"
"656","W.D.J. Cargill Thompson"
"657","Howard Erskine-Hill"
"658","David Trotter"
"659","Rupert Hall"
"660","G.C. Gibbs"
"661","Edward Gregg"
"662","Dom Moraes"
"663","John Tyler Bonner"
"664","Gavin Lyall"
"665","Joseph Hone"
"666","Robert Barnard"
"667","Michael Hodel and Sean Wright"
"668","Trevor Hall"
"669","Barry Fantoni"
"670","François Truffaut, translated by Leonard Mayhew"
"671","David Hare"
"672","Michael Pye"
"673","Michael Pye and Linda Myles"
"674","Gavin Ewart"
"675","Michael Roberts, edited by Frederick Grubb"
"676","Mikhail Saltykov-Shchedrin, translated by I.P. Foote"
"677","Maxine Berg"
"678","Richard Price"
"679","Patrick Joyce"
"680","David Leigh"
"681","Mary Renault"
"682","Ange-Pierre Leca"
"683","Claude Jaget, translated by Anna Furse, Suize Fleming and Ruth Hall"
"684","J.I.M. Stewart"
"685","James Como"
"686","Ronald Hingley"
"687","Hermia Oliver"
"688","Francis Steegmuller"
"689","Iris Murdoch"
"690","Stefan Heym"
"691","Gloria Nagy"
"692","Gottlob Frege, translated by Hans Kaal, edited by Brian McGuinness"
"693","Peter Geach and Max Black"
"694","David Bell"
"695","Hans Sluga"
"696","Claude Rawson"
"697","George Pocock"
"698","Robert Halsband"
"699","David Drew"
"700","Ronald Sanders"
"701","Kim Kowalke"
"702","Paul Fussell"
"703","D.S. Higgins"
"704","Ruth First and Ann Scott"
"705","Patrick Marnham"
"706","Naomi Mitchison"
"707","Michael Hofmann"
"708","Anthony Hecht"
"709","Andrei Voznesensky"
"710","Ronald Bottrall"
"711","Peter Scupham"
"712","Carlo Cipolla"
"713","Kathryn Heleniak"
"714","A.J.P. Taylor"
"715","Martin Caedel"
"716","Thomas Hinde"
"717","Robert Harbison"
"718","Richard Tuck"
"719","John Finnis"
"720","James Tully"
"721","Edward Ploman and L. Clark Hamilton"
"722","John Crawley"
"723","Lord Windlesham"
"724","Anthony Smith"
"725","Edmund Dell"
"726","Barbara Castle"
"727","Stephen Bann"
"728","Gérard Genette, translated by Jane Lewin"
"729","Rosemary Ashton"
"730","Geoffrey Hartman"
"731","Arno Schmidt"
"732","George Stade"
"733","Graham Petrie"
"734","Guy Lyon Playfair"
"735","John Taylor"
"736","Anthony Burgess"
"737","Philip French"
"738","William Walsh"
"739","Philippe Ariès"
"740","Peter Laslett, Karla Oosterveen and Richard Smith"
"741","Leslie Mitchell"
"742","Ernest Campbell Mossner"
"743","Alexander Murdoch"
"744","A.N. Wilson"
"745","Marinell Ash"
"746","John Stuart Mill, edited by J.M. Robson"
"747","Colin MacInnes"
"748","Gordon Williams"
"749","Mordecai Richler"
"750","Christopher Matthew"
"751","Jacquetta Hawkes"
"752","Christopher Isherwood"
"753","Richard Holmes"
"754","P.M.S. Dawson"
"755","Claire Tomalin"
"756","Angus Calder"
"757","Peter Gillman and Leni Gillman"
"758","Ronald Stent"
"759","Frances Donaldson"
"760","Diana Mosley"
"761","Carolly Erickson"
"762","Christopher Holdsworth"
"763","William Kapelle"
"764","Jeffrey Richards"
"765","Christopher Donaldson"
"766","Steven Runciman"
"767","W.R. Mead"
"768","Robert Beckinsale and Monica Beckinsale"
"769","Richard Muir"
"770","Denis Arnold"
"771","Percy Young"
"772","Carlo Ginzburg, translated by John Tedeschi and Anne Tedeschi"
"773","Robert Bernard Martin"
"774","J.M. Gray"
"775","Charles Dickens and Leon Garfield"
"776","Peter Duignan and Alvin Rabushka"
"777","Lord Longford"
"778","Garry Wills"
"779","Richard Sennett"
"780","Daniel Patrick Moynihan"
"781","Peregrine Worsthorne"
"782","Fred Halliday"
"783","J.B. Kelly"
"784","Isabel Colegate"
"785","Robert Graves"
"786","Sidney Greenbaum and Jan Svartvik"
"787","Robert Finlay"
"788","Brenda Maddox"
"789","Alexander Walker"
"790","Arianna Stassinopoulos"
"791","Dominic Manganiello"
"792","Paul Muldoon"
"793","Thomas Kinsella"
"794","James Simmons"
"795","Joseph Brodsky"
"796","Lawrence Durrell"
"797","Erica Jong"
"798","Nancy Miller"
"799","Norman Stone"
"800","John Barnes and David Nicholson, introduced by Julian Amery"
"801","Olivier Guichard"
"802","Charles de Gaulle"
"803","Paul Huard"
"804","Sarah Wintle"
"805","John Carey"
"806","Jeremy Treglown"
"807","James McConica"
"808","W.H. Davies"
"809","Stephen Reynolds"
"810","Barbara Pym"
"811","Tom Phillips"
"812","Neil Jordan"
"813","Jayne Anne Phillips"
"814","John Mepham"
"815","Nigel Nicolson"
"816","Nigel Nicolson and Joanne Trautman"
"817","Anne Olivier Bell"
"818","Michael Rosenthal"
"819","Maria DiBattista"
"820","Robert Dingley"
"821","Richard Carline, Andrew Causey and Keith Bell"
"822","Ronald Clark"
"823","Morton Schatzman"
"824","Tom O’Carroll"
"825","Jennie Lee"
"826","Michael Foot"
"827","Michael Davie"
"828","Mark Amory"
"829","Roger Wilmut"
"830","Charles Doughty"
"831","Richard Purdy and Michael Millgate"
"832","Richard Cobb"
"833","Stefan Collini"
"834","Norman Rose"
"835","Isaiah Berlin"
"836","A.D. Nuttall"
"837","Richard Adams"
"838","Paul Theroux"
"839","Richard Stern"
"840","Frederic Raphael"
"841","Peter Carey"
"842","John Lahr"
"843","Noël Coward"
"844","Mary Douglas"
"845","Mary Lutyens"
"846","Mark Swenarton"
"847","David Cole"
"848","Daniel O’Neill"
"849","Susan Beattic"
"850","Geoffrey Moorhouse"
"851","Robyn Davidson"
"852","Eric Jacobs"
"853","Bernard Crick"
"854","Frank Gloversmith"
"855","Jon Clark, Margot Heinemann, David Margolies and Carole Snee"
"856","David Wiggins"
"857","Angeline Goreau"
"858","Douglas Jay"
"859","Michael Stewart"
"860","John Jolliffe"
"861","Chris Wrigley"
"862","William McNeill"
"863","Keith Middlemas"
"864","Anthony Bailey"
"865","Conor Cruise O’Brien"
"866","Gordon Marshall"
"867","Bruce Lenman"
"868","J.M. Roberts"
"869","Olwen Hufton"
"870","David Cressy"
"871","Michael Freeman"
"872","J.S. Morrill"
"873","Penelope Gilliatt"
"874","Kenneth Tynan"
"875","Pauline Kael"
"876","Shiva Naipaul"
"877","Robin Chapman"
"878","Kenneth Gangemi"
"879","Niall Quinn"
"880","John Thompson"
"881","Jan Morris"
"882","Ian Hunter"
"883","Brian Taylor"
"884","D.H. Lawrence, edited by Mara Kalnins"
"885","Hans Küng, translated by Edward Quinn"
"886","Robert Nisbet"
"887","Barbara Everett"
"888","James Barnes and Patience Barnes"
"889","Peter Paret"
"890","Harold James"
"891","Martin Gregor-Dellin and Dietrich Mack, translated by Geoffrey Skelton"
"892","Russell Hoban"
"893","John Domatilla"
"894","Barbara Novak"
"895","Gail Levin"
"896","Chushichi Tsuzuki"
"897","Susanne Kappeler"
"898","the Sunday Times ‘Insight’ Team"
"899","George Brock"
"900","Tony Geraghty"
"901","Michel Foucault, edited by Colin Gordon"
"902","Alan Sheridan"
"903","Oscar Panizza and Michel Foucault, translated by Richard McDougall"
"904","David Armstrong"
"905","Jacques Donzelot, translated by Robert Hurley"
"906","Ludwig Wittgenstein, edited by G.H. von Wright, Heikki Nyman and Peter Winch"
"907","Robin Fox"
"908","Susan Forward and Craig Buck"
"909","Frances Partridge"
"910","Leslie Stephen"
"911","Truman Capote"
"912","Daniel Bell"
"913","Marghanita Laski"
"914","Rosemary Zorza"
"915","Christopher Leach"
"916","Colin Murray Parkes"
"917","Betty Bennett"
"918","David Owen"
"919","John Ellis"
"920","J.G. de Beus"
"921","Barrie Pitt"
"922","Richard Rhodes James"
"923","Ronald Lewin"
"924","Basil Davidson"
"925","Ross McKibbin"
"926","Kenneth Morgan and Jane Morgan"
"927","Simon Schaffer"
"928","Nigel Calder"
"929","John Banville"
"930","Judith Chernaik"
"931","Raymond Queneau, translated by Barbara Wright"
"932","Stephen Brook"
"933","Derek Walcott"
"934","David Holbrook"
"935","Alan Ross"
"936","Roy Fisher"
"937","James Kennaway and Susan Kennaway"
"938","Dwight Bolinger"
"939","G.R. Wilson Knight"
"940","David Daniell"
"941","Paul Kline"
"942","H.J. Eysenck"
"943","Ronald Steel"
"944","J.P. Stern"
"945","Barbara Malament"
"946","T.H. Breen"
"947","Fernand Braudel, translated by Sarah Matthews"
"948","Victor Kiernan"
"949","Arthur Marwick"
"950","Alan Palmer"
"951","Peter Ackroyd"
"952","Roger Williams"
"953","Marion Shoard"
"954","Graham Moss"
"955","David Butler"
"956","Douglas Eden"
"957","Harold Evans"
"958","Lawrence Freedman"
"959","Stewart Menual"
"960","James Avery Joyce"
"961","E.P. Thompson and Dan Smith"
"962","Marilynne Robinson"
"963","Charles Fox"
"964","Bernard Bergonzi"
"965","Caroline Blackwood"
"966","Caroline Blackwood and Anna Haycraft"
"967","Rayner Heppenstall"
"968","James Bertram"
"969","Sheldon Rothblatt"
"970","Martha McMackin Garland"
"971","Trevor Royle"
"972","Jenni Calder"
"973","J. MacDougall Hay"
"974","Edwin Morgan"
"975","Robert Garioch"
"976","M.F. Perutz"
"977","P.B. Medawar"
"978","Robert Souhami"
"979","Lucien Israel, translated by Joan Pinkham"
"980","Bas C. Van Fraassen"
"981","Paul Sieghart"
"982","Mandy Rice-Davies and Shirley Flack"
"983","Eric Hobsbawm"
"984","Raphael Samuel"
"985","E.H. Hunt"
"986","Edward Norman"
"987","Peter Nichols"
"988","Marcel Proust, translated by C.K. Scott-Moncrieff and Terence Kilmartin"
"989","Fiona MacCarthy"
"990","Michael Alexander"
"991","Anthony Woodward"
"992","Wendy Stallard Flory"
"993","Norman Holmes Pearson and Michael King"
"994","Michael Arlen"
"995","Roger Silverstone"
"996","David Thomson"
"997","Michael Korda"
"998","Walter Burkert"
"999","Jean-Pierre Vernant, translated by Janet Lloyd"
"1000","Charles Passage"
"1001","T.J. Reed"
"1002","John Gage"
"1003","W.D. Robson-Scott"
"1004","Anne Smith"
"1005","Gerald Edwards"
"1006","Bernard Cornwell"
"1007","Len Deighton"
"1008","Michael Josselson and Diana Josselson"
"1009","William Gerhardie, Michael Holroyd and Robert Skidelsky"
"1010","William Gerhardie"
